,0
  (0, 283)	1.0
  (0, 298)	1.0
  (0, 308)	1.0
  (0, 490)	1.0
  (0, 507)	1.0
  (0, 523)	1.0
  (0, 582)	1.0
  (0, 911)	1.0
  (0, 978)	1.0
  (0, 1060)	1.0
  (0, 1174)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1280)	1.0
  (0, 1355)	1.0"
473,"  (0, 61)	1.0
  (0, 131)	1.0
  (0, 135)	1.0
  (0, 274)	1.0
  (0, 398)	1.0
  (0, 507)	1.0
  (0, 540)	1.0
  (0, 724)	1.0
  (0, 774)	1.0
  (0, 783)	1.0
  (0, 1054)	1.0
  (0, 1073)	1.0
  (0, 1209)	1.0
  (0, 1263)	1.0
  (0, 1292)	1.0
  (0, 1365)	1.0
  (0, 1426)	1.0"
474,"  (0, 81)	1.0
  (0, 89)	1.0
  (0, 134)	1.0
  (0, 191)	1.0
  (0, 350)	1.0
  (0, 414)	1.0
  (0, 615)	1.0
  (0, 628)	1.0
  (0, 674)	1.0
  (0, 750)	1.0
  (0, 851)	1.0
  (0, 957)	1.0
  (0, 1033)	1.0
  (0, 1071)	1.0
  (0, 1131)	1.0
  (0, 1175)	1.0
  (0, 1177)	1.0
  (0, 1187)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1330)	1.0
  (0, 1397)	1.0
  (0, 1423)	1.0"
475,"  (0, 50)	1.0
  (0, 89)	1.0
  (0, 340)	1.0
  (0, 361)	1.0
  (0, 505)	1.0
  (0, 702)	1.0
  (0, 725)	1.0
  (0, 814)	1.0
  (0, 999)	1.0
  (0, 1075)	1.0
  (0, 1149)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1252)	1.0
  (0, 1261)	1.0
  (0, 1262)	1.0
  (0, 1312)	1.0
  (0, 1335)	1.0
  (0, 1416)	1.0"
476,"  (0, 2)	1.0
  (0, 4)	1.0
  (0, 39)	1.0
  (0, 69)	1.0
  (0, 186)	1.0
  (0, 295)	1.0
  (0, 324)	1.0
  (0, 381)	1.0
  (0, 469)	1.0
  (0, 521)	1.0
  (0, 539)	1.0
  (0, 675)	1.0
  (0, 747)	1.0
  (0, 803)	1.0
  (0, 828)	1.0
  (0, 854)	1.0
  (0, 987)	1.0
  (0, 1074)	1.0
  (0, 1076)	1.0
  (0, 1160)	1.0
  (0, 1205)	1.0
  (0, 1229)	1.0
  (0, 1266)	1.0
  (0, 1285)	1.0
  (0, 1330)	1.0
  (0, 1352)	1.0
  (0, 1354)	1.0
  (0, 1355)	1.0
  (0, 1384)	1.0
  (0, 1397)	1.0"
477,"  (0, 72)	1.0
  (0, 447)	1.0
  (0, 1027)	1.0
  (0, 1052)	1.0
  (0, 1263)	1.0"
478,"  (0, 250)	1.0
  (0, 261)	1.0
  (0, 296)	1.0
  (0, 507)	1.0
  (0, 860)	1.0
  (0, 906)	1.0
  (0, 911)	1.0
  (0, 931)	1.0
  (0, 945)	1.0
  (0, 969)	1.0
  (0, 973)	1.0
  (0, 1032)	1.0
  (0, 1075)	1.0
  (0, 1097)	1.0
  (0, 1116)	1.0
  (0, 1174)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1274)	1.0
  (0, 1381)	1.0"
479,"  (0, 247)	1.0
  (0, 299)	1.0
  (0, 302)	1.0
  (0, 401)	1.0
  (0, 548)	1.0
  (0, 598)	1.0
  (0, 741)	1.0
  (0, 786)	1.0
  (0, 877)	1.0
  (0, 909)	1.0
  (0, 911)	1.0
  (0, 988)	1.0
  (0, 1009)	1.0
  (0, 1112)	1.0
  (0, 1177)	1.0
  (0, 1235)	1.0
  (0, 1237)	1.0
  (0, 1279)	1.0
  (0, 1293)	1.0"
480,"  (0, 94)	1.0
  (0, 120)	1.0
  (0, 125)	1.0
  (0, 132)	1.0
  (0, 135)	1.0
  (0, 179)	1.0
  (0, 262)	1.0
  (0, 305)	1.0
  (0, 336)	1.0
  (0, 514)	1.0
  (0, 724)	1.0
  (0, 730)	1.0
  (0, 939)	1.0
  (0, 1002)	1.0
  (0, 1011)	1.0
  (0, 1114)	1.0
  (0, 1159)	1.0
  (0, 1212)	1.0
  (0, 1328)	1.0
  (0, 1366)	1.0
  (0, 1430)	1.0"
481,"  (0, 25)	1.0
  (0, 99)	1.0
  (0, 135)	1.0
  (0, 237)	1.0
  (0, 262)	1.0
  (0, 330)	1.0
  (0, 413)	1.0
  (0, 467)	1.0
  (0, 703)	1.0
  (0, 749)	1.0
  (0, 860)	1.0
  (0, 942)	1.0
  (0, 1003)	1.0
  (0, 1097)	1.0
  (0, 1119)	1.0
  (0, 1144)	1.0
  (0, 1159)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1259)	1.0
  (0, 1280)	1.0
  (0, 1331)	1.0
  (0, 1334)	1.0
  (0, 1353)	1.0
  (0, 1379)	1.0"
482,"  (0, 39)	1.0
  (0, 40)	1.0
  (0, 79)	1.0
  (0, 89)	1.0
  (0, 179)	1.0
  (0, 234)	1.0
  (0, 379)	1.0
  (0, 400)	1.0
  (0, 696)	1.0
  (0, 723)	1.0
  (0, 809)	1.0
  (0, 985)	1.0
  (0, 1046)	1.0
  (0, 1075)	1.0
  (0, 1098)	1.0
  (0, 1152)	1.0
  (0, 1177)	1.0
  (0, 1211)	1.0
  (0, 1352)	1.0
  (0, 1399)	1.0"
483,"  (0, 385)	1.0
  (0, 433)	1.0
  (0, 581)	1.0
  (0, 617)	1.0
  (0, 750)	1.0
  (0, 988)	1.0
  (0, 1075)	1.0
  (0, 1116)	1.0
  (0, 1177)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1274)	1.0
  (0, 1301)	1.0
  (0, 1406)	1.0"
484,"  (0, 47)	1.0
  (0, 281)	1.0
  (0, 356)	1.0
  (0, 359)	1.0
  (0, 475)	1.0
  (0, 495)	1.0
  (0, 625)	1.0
  (0, 697)	1.0
  (0, 722)	1.0
  (0, 752)	1.0
  (0, 756)	1.0
  (0, 1070)	1.0
  (0, 1132)	1.0
  (0, 1140)	1.0
  (0, 1173)	1.0
  (0, 1174)	1.0
  (0, 1179)	1.0
  (0, 1204)	1.0
  (0, 1332)	1.0
  (0, 1381)	1.0"
485,"  (0, 4)	1.0
  (0, 170)	1.0
  (0, 186)	1.0
  (0, 192)	1.0
  (0, 236)	1.0
  (0, 338)	1.0
  (0, 675)	1.0
  (0, 854)	1.0
  (0, 857)	1.0
  (0, 924)	1.0
  (0, 944)	1.0
  (0, 1102)	1.0
  (0, 1114)	1.0
  (0, 1166)	1.0
  (0, 1170)	1.0
  (0, 1174)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1352)	1.0
  (0, 1360)	1.0
  (0, 1381)	1.0
  (0, 1397)	1.0"
486,"  (0, 313)	1.0
  (0, 318)	1.0
  (0, 321)	1.0
  (0, 592)	1.0
  (0, 610)	1.0
  (0, 675)	1.0
  (0, 729)	1.0
  (0, 860)	1.0
  (0, 971)	1.0
  (0, 1103)	1.0
  (0, 1151)	1.0
  (0, 1175)	1.0
  (0, 1192)	1.0
  (0, 1196)	1.0
  (0, 1207)	1.0
  (0, 1230)	1.0
  (0, 1290)	1.0
  (0, 1296)	1.0
  (0, 1301)	1.0
  (0, 1321)	1.0"
487,"  (0, 85)	1.0
  (0, 88)	1.0
  (0, 96)	1.0
  (0, 203)	1.0
  (0, 276)	1.0
  (0, 416)	1.0
  (0, 494)	1.0
  (0, 502)	1.0
  (0, 526)	1.0
  (0, 540)	1.0
  (0, 715)	1.0
  (0, 803)	1.0
  (0, 1123)	1.0
  (0, 1144)	1.0
  (0, 1209)	1.0
  (0, 1248)	1.0
  (0, 1355)	1.0
  (0, 1381)	1.0
  (0, 1386)	1.0
  (0, 1422)	1.0"
488,"  (0, 35)	1.0
  (0, 128)	1.0
  (0, 131)	1.0
  (0, 192)	1.0
  (0, 283)	1.0
  (0, 287)	1.0
  (0, 351)	1.0
  (0, 507)	1.0
  (0, 540)	1.0
  (0, 632)	1.0
  (0, 654)	1.0
  (0, 666)	1.0
  (0, 828)	1.0
  (0, 893)	1.0
  (0, 912)	1.0
  (0, 923)	1.0
  (0, 1109)	1.0
  (0, 1118)	1.0
  (0, 1144)	1.0
  (0, 1158)	1.0
  (0, 1177)	1.0
  (0, 1205)	1.0
  (0, 1229)	1.0
  (0, 1232)	1.0
  (0, 1263)	1.0
  (0, 1352)	1.0"
489,"  (0, 39)	1.0
  (0, 98)	1.0
  (0, 131)	1.0
  (0, 302)	1.0
  (0, 442)	1.0
  (0, 447)	1.0
  (0, 457)	1.0
  (0, 469)	1.0
  (0, 507)	1.0
  (0, 675)	1.0
  (0, 694)	1.0
  (0, 729)	1.0
  (0, 854)	1.0
  (0, 915)	1.0
  (0, 1027)	1.0
  (0, 1049)	1.0
  (0, 1118)	1.0
  (0, 1296)	1.0
  (0, 1301)	1.0"
490,"  (0, 187)	1.0
  (0, 404)	1.0
  (0, 874)	1.0
  (0, 1071)	1.0
  (0, 1263)	1.0"
491,"  (0, 71)	1.0
  (0, 127)	1.0
  (0, 203)	1.0
  (0, 262)	1.0
  (0, 349)	1.0
  (0, 358)	1.0
  (0, 485)	1.0
  (0, 613)	1.0
  (0, 615)	1.0
  (0, 625)	1.0
  (0, 752)	1.0
  (0, 754)	1.0
  (0, 806)	1.0
  (0, 869)	1.0
  (0, 935)	1.0
  (0, 1075)	1.0
  (0, 1146)	1.0
  (0, 1210)	1.0
  (0, 1254)	1.0
  (0, 1288)	1.0
  (0, 1393)	1.0
  (0, 1431)	1.0"
492,"  (0, 168)	1.0
  (0, 429)	1.0
  (0, 1263)	1.0
  (0, 1328)	1.0
  (0, 1381)	1.0"
493,"  (0, 93)	1.0
  (0, 99)	1.0
  (0, 148)	1.0
  (0, 210)	1.0
  (0, 292)	1.0
  (0, 310)	1.0
  (0, 395)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 557)	1.0
  (0, 597)	1.0
  (0, 675)	1.0
  (0, 894)	1.0
  (0, 899)	1.0
  (0, 915)	1.0
  (0, 1002)	1.0
  (0, 1171)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1274)	1.0
  (0, 1383)	1.0
  (0, 1389)	1.0
  (0, 1392)	1.0"
494,"  (0, 19)	1.0
  (0, 93)	1.0
  (0, 132)	1.0
  (0, 176)	1.0
  (0, 177)	1.0
  (0, 234)	1.0
  (0, 336)	1.0
  (0, 398)	1.0
  (0, 540)	1.0
  (0, 574)	1.0
  (0, 615)	1.0
  (0, 729)	1.0
  (0, 774)	1.0
  (0, 1147)	1.0
  (0, 1156)	1.0
  (0, 1263)	1.0
  (0, 1355)	1.0
  (0, 1391)	1.0"
495,"  (0, 14)	1.0
  (0, 19)	1.0
  (0, 132)	1.0
  (0, 464)	1.0
  (0, 522)	1.0
  (0, 591)	1.0
  (0, 774)	1.0
  (0, 814)	1.0
  (0, 834)	1.0
  (0, 1132)	1.0
  (0, 1143)	1.0
  (0, 1177)	1.0
  (0, 1197)	1.0
  (0, 1255)	1.0
  (0, 1263)	1.0
  (0, 1423)	1.0"
496,"  (0, 4)	1.0
  (0, 19)	1.0
  (0, 40)	1.0
  (0, 119)	1.0
  (0, 591)	1.0
  (0, 623)	1.0
  (0, 723)	1.0
  (0, 728)	1.0
  (0, 750)	1.0
  (0, 774)	1.0
  (0, 784)	1.0
  (0, 812)	1.0
  (0, 814)	1.0
  (0, 834)	1.0
  (0, 836)	1.0
  (0, 860)	1.0
  (0, 893)	1.0
  (0, 1075)	1.0
  (0, 1114)	1.0
  (0, 1151)	1.0
  (0, 1162)	1.0
  (0, 1209)	1.0
  (0, 1248)	1.0
  (0, 1299)	1.0
  (0, 1301)	1.0"
497,"  (0, 62)	1.0
  (0, 93)	1.0
  (0, 132)	1.0
  (0, 179)	1.0
  (0, 250)	1.0
  (0, 284)	1.0
  (0, 457)	1.0
  (0, 469)	1.0
  (0, 475)	1.0
  (0, 619)	1.0
  (0, 754)	1.0
  (0, 1094)	1.0
  (0, 1097)	1.0
  (0, 1143)	1.0
  (0, 1177)	1.0
  (0, 1201)	1.0
  (0, 1209)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1328)	1.0
  (0, 1336)	1.0
  (0, 1339)	1.0
  (0, 1353)	1.0"
498,"  (0, 64)	1.0
  (0, 70)	1.0
  (0, 205)	1.0
  (0, 296)	1.0
  (0, 416)	1.0
  (0, 507)	1.0
  (0, 615)	1.0
  (0, 671)	1.0
  (0, 676)	1.0
  (0, 704)	1.0
  (0, 764)	1.0
  (0, 813)	1.0
  (0, 814)	1.0
  (0, 860)	1.0
  (0, 874)	1.0
  (0, 937)	1.0
  (0, 1096)	1.0
  (0, 1118)	1.0
  (0, 1210)	1.0
  (0, 1262)	1.0"
499,"  (0, 31)	1.0
  (0, 61)	1.0
  (0, 318)	1.0
  (0, 577)	1.0
  (0, 585)	1.0
  (0, 648)	1.0
  (0, 685)	1.0
  (0, 698)	1.0
  (0, 821)	1.0
  (0, 883)	1.0
  (0, 959)	1.0
  (0, 963)	1.0
  (0, 976)	1.0
  (0, 1138)	1.0
  (0, 1177)	1.0
  (0, 1179)	1.0
  (0, 1380)	1.0
  (0, 1416)	1.0"
500,"  (0, 100)	1.0
  (0, 192)	1.0
  (0, 207)	1.0
  (0, 456)	1.0
  (0, 539)	1.0
  (0, 619)	1.0
  (0, 648)	1.0
  (0, 845)	1.0
  (0, 878)	1.0
  (0, 1071)	1.0
  (0, 1075)	1.0
  (0, 1209)	1.0
  (0, 1234)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1263)	1.0
  (0, 1381)	1.0
  (0, 1428)	1.0"
501,"  (0, 416)	1.0
  (0, 469)	1.0
  (0, 597)	1.0
  (0, 682)	1.0
  (0, 883)	1.0
  (0, 974)	1.0"
502,"  (0, 1)	1.0
  (0, 222)	1.0
  (0, 280)	1.0
  (0, 576)	1.0
  (0, 643)	1.0
  (0, 671)	1.0
  (0, 680)	1.0
  (0, 692)	1.0
  (0, 724)	1.0
  (0, 787)	1.0
  (0, 819)	1.0
  (0, 858)	1.0
  (0, 976)	1.0
  (0, 1093)	1.0
  (0, 1131)	1.0
  (0, 1198)	1.0
  (0, 1230)	1.0
  (0, 1254)	1.0
  (0, 1290)	1.0
  (0, 1331)	1.0
  (0, 1338)	1.0"
503,"  (0, 4)	1.0
  (0, 19)	1.0
  (0, 51)	1.0
  (0, 153)	1.0
  (0, 225)	1.0
  (0, 230)	1.0
  (0, 336)	1.0
  (0, 392)	1.0
  (0, 509)	1.0
  (0, 598)	1.0
  (0, 619)	1.0
  (0, 698)	1.0
  (0, 701)	1.0
  (0, 883)	1.0
  (0, 1131)	1.0
  (0, 1175)	1.0
  (0, 1208)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1312)	1.0
  (0, 1352)	1.0
  (0, 1376)	1.0
  (0, 1381)	1.0
  (0, 1397)	1.0"
504,"  (0, 25)	1.0
  (0, 54)	1.0
  (0, 132)	1.0
  (0, 149)	1.0
  (0, 179)	1.0
  (0, 398)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 510)	1.0
  (0, 548)	1.0
  (0, 592)	1.0
  (0, 624)	1.0
  (0, 734)	1.0
  (0, 807)	1.0
  (0, 816)	1.0
  (0, 874)	1.0
  (0, 940)	1.0
  (0, 959)	1.0
  (0, 1171)	1.0
  (0, 1209)	1.0
  (0, 1257)	1.0
  (0, 1262)	1.0
  (0, 1291)	1.0
  (0, 1301)	1.0
  (0, 1379)	1.0
  (0, 1406)	1.0"
505,"  (0, 130)	1.0
  (0, 151)	1.0
  (0, 195)	1.0
  (0, 222)	1.0
  (0, 507)	1.0
  (0, 539)	1.0
  (0, 597)	1.0
  (0, 648)	1.0
  (0, 682)	1.0
  (0, 747)	1.0
  (0, 749)	1.0
  (0, 777)	1.0
  (0, 821)	1.0
  (0, 857)	1.0
  (0, 883)	1.0
  (0, 1046)	1.0
  (0, 1138)	1.0
  (0, 1170)	1.0
  (0, 1381)	1.0
  (0, 1412)	1.0
  (0, 1414)	1.0"
506,"  (0, 1018)	1.0
  (0, 1209)	1.0"
507,"  (0, 39)	1.0
  (0, 52)	1.0
  (0, 58)	1.0
  (0, 131)	1.0
  (0, 135)	1.0
  (0, 263)	1.0
  (0, 287)	1.0
  (0, 307)	1.0
  (0, 507)	1.0
  (0, 560)	1.0
  (0, 811)	1.0
  (0, 814)	1.0
  (0, 967)	1.0
  (0, 1058)	1.0
  (0, 1072)	1.0
  (0, 1151)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1425)	1.0"
508,"  (0, 61)	1.0
  (0, 154)	1.0
  (0, 228)	1.0
  (0, 398)	1.0
  (0, 414)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 530)	1.0
  (0, 548)	1.0
  (0, 794)	1.0
  (0, 874)	1.0
  (0, 959)	1.0
  (0, 987)	1.0
  (0, 1151)	1.0
  (0, 1209)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1381)	1.0"
509,"  (0, 123)	1.0
  (0, 507)	1.0
  (0, 725)	1.0
  (0, 749)	1.0
  (0, 814)	1.0
  (0, 974)	1.0
  (0, 979)	1.0
  (0, 1062)	1.0
  (0, 1094)	1.0
  (0, 1177)	1.0
  (0, 1257)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1296)	1.0
  (0, 1301)	1.0
  (0, 1336)	1.0
  (0, 1381)	1.0"
510,"  (0, 19)	1.0
  (0, 64)	1.0
  (0, 157)	1.0
  (0, 261)	1.0
  (0, 456)	1.0
  (0, 560)	1.0
  (0, 623)	1.0
  (0, 666)	1.0
  (0, 698)	1.0
  (0, 760)	1.0
  (0, 762)	1.0
  (0, 774)	1.0
  (0, 806)	1.0
  (0, 942)	1.0
  (0, 945)	1.0
  (0, 963)	1.0
  (0, 1008)	1.0
  (0, 1118)	1.0
  (0, 1353)	1.0
  (0, 1389)	1.0"
511,"  (0, 4)	1.0
  (0, 18)	1.0
  (0, 58)	1.0
  (0, 95)	1.0
  (0, 287)	1.0
  (0, 418)	1.0
  (0, 458)	1.0
  (0, 539)	1.0
  (0, 551)	1.0
  (0, 698)	1.0
  (0, 747)	1.0
  (0, 756)	1.0
  (0, 776)	1.0
  (0, 814)	1.0
  (0, 828)	1.0
  (0, 882)	1.0
  (0, 1102)	1.0
  (0, 1138)	1.0
  (0, 1261)	1.0
  (0, 1263)	1.0
  (0, 1317)	1.0
  (0, 1399)	1.0"
512,"  (0, 19)	1.0
  (0, 274)	1.0
  (0, 349)	1.0
  (0, 370)	1.0
  (0, 475)	1.0
  (0, 507)	1.0
  (0, 723)	1.0
  (0, 809)	1.0
  (0, 812)	1.0
  (0, 879)	1.0
  (0, 939)	1.0
  (0, 1149)	1.0
  (0, 1177)	1.0
  (0, 1219)	1.0
  (0, 1301)	1.0
  (0, 1332)	1.0
  (0, 1422)	1.0"
513,"  (0, 19)	1.0
  (0, 52)	1.0
  (0, 135)	1.0
  (0, 160)	1.0
  (0, 162)	1.0
  (0, 217)	1.0
  (0, 359)	1.0
  (0, 703)	1.0
  (0, 725)	1.0
  (0, 749)	1.0
  (0, 756)	1.0
  (0, 774)	1.0
  (0, 976)	1.0
  (0, 1131)	1.0
  (0, 1159)	1.0
  (0, 1209)	1.0
  (0, 1236)	1.0
  (0, 1320)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0"
514,"  (0, 64)	1.0
  (0, 131)	1.0
  (0, 227)	1.0
  (0, 359)	1.0
  (0, 454)	1.0
  (0, 540)	1.0
  (0, 541)	1.0
  (0, 560)	1.0
  (0, 640)	1.0
  (0, 647)	1.0
  (0, 658)	1.0
  (0, 694)	1.0
  (0, 1075)	1.0
  (0, 1208)	1.0
  (0, 1209)	1.0
  (0, 1230)	1.0
  (0, 1233)	1.0
  (0, 1254)	1.0
  (0, 1330)	1.0
  (0, 1351)	1.0
  (0, 1361)	1.0
  (0, 1383)	1.0
  (0, 1390)	1.0
  (0, 1413)	1.0"
515,"  (0, 19)	1.0
  (0, 25)	1.0
  (0, 118)	1.0
  (0, 292)	1.0
  (0, 297)	1.0
  (0, 383)	1.0
  (0, 424)	1.0
  (0, 504)	1.0
  (0, 507)	1.0
  (0, 540)	1.0
  (0, 691)	1.0
  (0, 768)	1.0
  (0, 872)	1.0
  (0, 911)	1.0
  (0, 1075)	1.0
  (0, 1078)	1.0
  (0, 1134)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1209)	1.0
  (0, 1224)	1.0
  (0, 1263)	1.0
  (0, 1328)	1.0"
516,"  (0, 4)	1.0
  (0, 190)	1.0
  (0, 320)	1.0
  (0, 324)	1.0
  (0, 343)	1.0
  (0, 455)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 758)	1.0
  (0, 819)	1.0
  (0, 911)	1.0
  (0, 1041)	1.0
  (0, 1044)	1.0
  (0, 1058)	1.0
  (0, 1076)	1.0
  (0, 1190)	1.0
  (0, 1203)	1.0
  (0, 1266)	1.0
  (0, 1303)	1.0
  (0, 1352)	1.0
  (0, 1423)	1.0"
517,"  (0, 4)	1.0
  (0, 126)	1.0
  (0, 256)	1.0
  (0, 290)	1.0
  (0, 292)	1.0
  (0, 324)	1.0
  (0, 343)	1.0
  (0, 379)	1.0
  (0, 491)	1.0
  (0, 509)	1.0
  (0, 750)	1.0
  (0, 787)	1.0
  (0, 809)	1.0
  (0, 1058)	1.0
  (0, 1170)	1.0
  (0, 1230)	1.0
  (0, 1330)	1.0
  (0, 1347)	1.0"
518,"  (0, 251)	1.0
  (0, 336)	1.0
  (0, 474)	1.0
  (0, 506)	1.0
  (0, 810)	1.0
  (0, 812)	1.0
  (0, 957)	1.0
  (0, 1022)	1.0
  (0, 1062)	1.0
  (0, 1079)	1.0
  (0, 1094)	1.0
  (0, 1209)	1.0
  (0, 1210)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1336)	1.0
  (0, 1355)	1.0
  (0, 1397)	1.0"
519,"  (0, 2)	1.0
  (0, 39)	1.0
  (0, 187)	1.0
  (0, 233)	1.0
  (0, 244)	1.0
  (0, 434)	1.0
  (0, 457)	1.0
  (0, 474)	1.0
  (0, 540)	1.0
  (0, 620)	1.0
  (0, 647)	1.0
  (0, 694)	1.0
  (0, 763)	1.0
  (0, 808)	1.0
  (0, 809)	1.0
  (0, 861)	1.0
  (0, 917)	1.0
  (0, 1012)	1.0
  (0, 1075)	1.0
  (0, 1118)	1.0
  (0, 1177)	1.0
  (0, 1204)	1.0
  (0, 1209)	1.0
  (0, 1351)	1.0"
520,"  (0, 19)	1.0
  (0, 128)	1.0
  (0, 132)	1.0
  (0, 261)	1.0
  (0, 288)	1.0
  (0, 357)	1.0
  (0, 456)	1.0
  (0, 480)	1.0
  (0, 506)	1.0
  (0, 552)	1.0
  (0, 725)	1.0
  (0, 729)	1.0
  (0, 730)	1.0
  (0, 774)	1.0
  (0, 831)	1.0
  (0, 905)	1.0
  (0, 931)	1.0
  (0, 969)	1.0
  (0, 1044)	1.0
  (0, 1091)	1.0
  (0, 1121)	1.0
  (0, 1159)	1.0
  (0, 1230)	1.0"
521,"  (0, 39)	1.0
  (0, 63)	1.0
  (0, 140)	1.0
  (0, 152)	1.0
  (0, 262)	1.0
  (0, 291)	1.0
  (0, 368)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 623)	1.0
  (0, 764)	1.0
  (0, 808)	1.0
  (0, 860)	1.0
  (0, 937)	1.0
  (0, 1075)	1.0
  (0, 1132)	1.0
  (0, 1177)	1.0
  (0, 1231)	1.0
  (0, 1263)	1.0
  (0, 1287)	1.0
  (0, 1328)	1.0
  (0, 1336)	1.0
  (0, 1348)	1.0
  (0, 1380)	1.0"
522,"  (0, 19)	1.0
  (0, 89)	1.0
  (0, 99)	1.0
  (0, 136)	1.0
  (0, 198)	1.0
  (0, 199)	1.0
  (0, 205)	1.0
  (0, 261)	1.0
  (0, 292)	1.0
  (0, 330)	1.0
  (0, 495)	1.0
  (0, 558)	1.0
  (0, 568)	1.0
  (0, 666)	1.0
  (0, 697)	1.0
  (0, 774)	1.0
  (0, 777)	1.0
  (0, 899)	1.0
  (0, 911)	1.0
  (0, 978)	1.0
  (0, 1132)	1.0
  (0, 1381)	1.0
  (0, 1389)	1.0
  (0, 1423)	1.0"
523,"  (0, 17)	1.0
  (0, 61)	1.0
  (0, 110)	1.0
  (0, 132)	1.0
  (0, 173)	1.0
  (0, 179)	1.0
  (0, 290)	1.0
  (0, 292)	1.0
  (0, 387)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 534)	1.0
  (0, 836)	1.0
  (0, 852)	1.0
  (0, 973)	1.0
  (0, 1025)	1.0
  (0, 1099)	1.0
  (0, 1151)	1.0
  (0, 1171)	1.0
  (0, 1178)	1.0
  (0, 1301)	1.0"
524,"  (0, 4)	1.0
  (0, 26)	1.0
  (0, 64)	1.0
  (0, 97)	1.0
  (0, 99)	1.0
  (0, 187)	1.0
  (0, 191)	1.0
  (0, 203)	1.0
  (0, 324)	1.0
  (0, 403)	1.0
  (0, 406)	1.0
  (0, 536)	1.0
  (0, 676)	1.0
  (0, 680)	1.0
  (0, 718)	1.0
  (0, 723)	1.0
  (0, 750)	1.0
  (0, 1103)	1.0
  (0, 1155)	1.0
  (0, 1289)	1.0
  (0, 1303)	1.0"
525,"  (0, 27)	1.0
  (0, 396)	1.0
  (0, 474)	1.0"
526,"  (0, 19)	1.0
  (0, 89)	1.0
  (0, 128)	1.0
  (0, 322)	1.0
  (0, 381)	1.0
  (0, 480)	1.0
  (0, 507)	1.0
  (0, 551)	1.0
  (0, 647)	1.0
  (0, 702)	1.0
  (0, 715)	1.0
  (0, 912)	1.0
  (0, 1076)	1.0
  (0, 1091)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1263)	1.0
  (0, 1314)	1.0
  (0, 1353)	1.0"
527,"  (0, 93)	1.0
  (0, 130)	1.0
  (0, 131)	1.0
  (0, 510)	1.0
  (0, 754)	1.0
  (0, 1075)	1.0
  (0, 1225)	1.0
  (0, 1409)	1.0"
528,"  (0, 19)	1.0
  (0, 88)	1.0
  (0, 619)	1.0
  (0, 645)	1.0
  (0, 847)	1.0
  (0, 860)	1.0
  (0, 971)	1.0
  (0, 1059)	1.0
  (0, 1104)	1.0
  (0, 1138)	1.0
  (0, 1213)	1.0
  (0, 1354)	1.0
  (0, 1365)	1.0
  (0, 1381)	1.0
  (0, 1388)	1.0
  (0, 1392)	1.0"
529,"  (0, 61)	1.0
  (0, 154)	1.0
  (0, 196)	1.0
  (0, 228)	1.0
  (0, 305)	1.0
  (0, 398)	1.0
  (0, 414)	1.0
  (0, 442)	1.0
  (0, 510)	1.0
  (0, 530)	1.0
  (0, 548)	1.0
  (0, 624)	1.0
  (0, 717)	1.0
  (0, 794)	1.0
  (0, 874)	1.0
  (0, 959)	1.0
  (0, 969)	1.0
  (0, 1179)	1.0
  (0, 1209)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1355)	1.0
  (0, 1381)	1.0"
530,"  (0, 495)	1.0
  (0, 507)	1.0
  (0, 624)	1.0
  (0, 1203)	1.0"
531,"  (0, 55)	1.0
  (0, 196)	1.0
  (0, 250)	1.0
  (0, 395)	1.0
  (0, 431)	1.0
  (0, 495)	1.0
  (0, 500)	1.0
  (0, 507)	1.0
  (0, 586)	1.0
  (0, 617)	1.0
  (0, 623)	1.0
  (0, 624)	1.0
  (0, 634)	1.0
  (0, 813)	1.0
  (0, 848)	1.0
  (0, 931)	1.0
